Sentiment	SentimentText
-1	o �timo esfor�o do diretor acaba sendo frustrado pelo roteiro que depoi de levar um bom tempo para colocar trama em andamento perde-s de vez partir do instant em que os estranho acontecimento s�o explicado 
-1	control-alt-delet simon quickli possibl
1	hawk draw out best hi larg cast beautifulli articul portray subtl so express thei sustain poetic flight burdette' dialogu 
1	dark disturb but also surprisingli funni 
1	movi stai afloat thank it hallucinatori product design 
-1	scarlet diva ha voyeurist tug but all all it' lot less sensat want 
-1	beautifulli made piec unwatch drivel 
-1	entir point shaggi dog stori cours goe nowher classic nowheresvil everi sens 
-1	actress madonna on helluva singer mediterranean sparkl 'swept away' sink 
1	cast uniformli excel relax 
-1	while stori better-focus incomprehens ann rice novel it' base upon queen damn pointless meander celebr goth-vampir tortur woe-is-m lifestyl 
-1	ill-conceiv jumbl that' not scari not smart not engag 
1	disturbingli involv famili dysfunct drama how i kill my father french director ann fontain deliv inspir portrait male-ridden angst emot blockag accompani human condit
1	veri pretti after-school special it' effort watch movi but eventu pai off effect if you stick 
-1	enough trivial import crisi reduc almost comic embarrass 
-1	despit juliet stevenon' attempt bring cohes pamela' emot roller coaster life not enough give film substanc so desper need 
1	fascin bombshel documentari should shame american regardless whether not ultim blame final li kissing should requir view civic class would-b public servant alik 
-1	secret ballot too contempl realli funni 
-1	aimless old pickup skid complet out control long patch black ic movi make two hour feel like four 
-1	you'll have more fun set fire yourself park lot you'll more entertain get hit bu 
-1	documentari doe littl apart rais topic further stoke convers 
-1	should interest should poignant turn out affect bore 
-1	whole affair true stori not feel incred hokei [it] come off like hallmark commerci 
-1	kid don't mind crappi movi much adult provid there' lot cute anim clumsi peopl 'snow dogs' ha both 
1	film' sens imageri give terribl strength but it' propel act 
-1	dialogu veri choppi monosyllab despit fact be dub 
1	all right so it' not brilliant piec filmmak but funni ( sometim hilari ) comedi deft sens humor about itself play spirit game cast 
1	compel move film respect it audienc it sourc materi 
-1	it' often faintli amus but problem charact never becom import us stori never take hold 
1	anchor terrif perform abbass satin roug show idea women' self-actu know few continent divid 
-1	it' dumb but more importantli it' just not scari 
1	it' weird wonder not necessarili kid 
1	will break your heart mani time over 
1	penetr potent explor sanctimoni self-awar self-hatr self-determin 
1	fessenden' narr just much about ownership redefinit myth about domest unit find their wai joi 
-1	these self-styl athlet have bang their brain ground so frequent furious their capac explain themselv ha gone same wai their natur instinct self-preserv 
-1	pleasant engag enough sit but try have best both world end up fall short whole 
1	95 often hilari minut [cho] riff dici colon straight versu gai person ad how men would act if thei had period peril certain outr� sexual practic 
1	film that' be advertis comedi sweet home alabama isn't funni you'd hope film that' be advertis comedi sweet home alabama isn't funni you'd hope 
-1	death smoochi tell moldy-oldi not-nearli -as-nasti -as-it- thinks-it-i joke over over again 
-1	flat but revelatori perform michel william 
1	rifkin' refer impecc throughout 
1	live account seinfeld deadpan 
1	engag overview johnson' eccentr career 
1	no mean great movi but refreshingli forthright on 
-1	work exhaust desicc talent who can't get out hi own wai 
-1	onli young peopl who possibl will enjoi infant who might distract movie' quick movement sound 
1	moment heart-rend honest unaffect ( gentl ) wai 
-1	most part i spy amus lark will probabl rank on murphy' better perform on hi lesser-prais movi 
-1	too daft half but suprem good natur 
-1	formula 51 promis new kind high but deliv same old bad trip 
1	s1m0ne' satir not subtl but effect it' quirki off-beat project 
1	it' wonder sober heart-felt drama 
-1	if you appreci one-sid theme lawrence' over-indulg tirad then knock yourself out enjoi big screen postcard self-glorifi martin lawrenc lovefest if you will do then you so crazi ! 
1	gambl throw basketbal game monei isn't new plot -- fact toback himself us black white but toback' derang immediaci make seem fresh again 
1	would take complet moron foul up screen adapt oscar wilde' classic satir 
-1	undon it overli complic deriv screenplai glacier-pac direct stereotyp charact 
1	 nichola nicklebi perfect famili film take everyon sinc there' no new christma carol out theater year charli hunnam ha twinkl ey repress smile determin face need carri out dickensian hero 
1	quiet adult just about more state ani contemporari movi year true studi film question heart mind isn't afraid admit doesn't have all answer 
1	film ha kind hard cold effect 
-1	reek rot hack work start finish 
1	we need [moore's] noisi cocki energi hi passion class conscious ; we need hi shtick we need hi stone 
-1	emot overload femal angst irrepar drag film down 
-1	sluggish tonal uneven 
1	[city] remind us how realist nuanc robert de niro perform he not more lucr engag shameless self-caricatur 'analyz this' ( 1999 ) 'analyz ' promis ( threaten ) later year 
1	tend remind on realli solid woodi allen film it excel us new york local sharp write
-1	flounder due gener sens no two peopl work product had exactli same thing mind 
1	like it two predecessor 1983' koyaanisqatsi 1988' powaqqatsi cinemat collag naqoyqatsi could most navel-gaz film ever 
1	despit it lavish formal intellectu auster film manag keep you edg your seat it shape-shift peril polit intrigu brush calam 
1	holm doe hi sly intric magic iben hjelj entir appeal pumpkin 
-1	show holm ha screen presenc becom major-leagu lead ladi ( but ) movi itself underachiev psycholog mysteri take it sweet time build climax that' scarc surpris time arriv 
1	part film feel bit too much like infomerci ram dass' latest book aim boomer demograph but mostli it' work humor warmth intellig captur life interestingli live 
1	wry affection delight 
-1	doe anyon much think central stori brendan behan he bisexu sweetheart befor he took drink ? 
1	if man elysian field doom it small also elev it--th kind movi you enjoi more becaus you'r on lucki few who sought out 
1	entic often funni documentari 
-1	formula 51st power more like 
-1	loud thoroughli obnoxi comedi about pair squabbl working-class spous deepli unpleas experi 
-1	alreadi thin stori boil down surviv invad seek exist anti-viru if onli on kind movi 
-1	how inept serv sara ? make even elizabeth hurlei seem graceless ugli 
1	denver should not get first last look on most triumphant perform vanessa redgrave' career deserv seen everywher 
-1	earnest but heavy-hand 
1	strong confid work work so well first 89 minut but end so horrend confus final two
-1	'in poor remak such well love classic parker expos limit hi skill basic flaw hi vision '
-1	due stodgi soap opera-ish dialogu rest cast come across stick figur read line teleprompt 
-1	chuck norri grenad gag occur about 7 time dure windtalk good indic how serious-mind film 
1	summer entertain adult see without feel embarrass but could have more 
1	studi shade grai offer itself up subtl plot maneuv 
-1	downbeat period-perfect biopic hammer home heavy-hand moralist messag 
1	despit it old-hat set-up predict plot empir still ha enough moment keep entertain 
1	moodi heartbreak film natur unforc style make it charact seem entir convinc even it script not 
1	get under skin man who ha just lost hi wife 
1	film while not exactli assur it execut notabl it sheer audac open 
1	not onli charm funni beautifulli craft import us veri littl dialogu make rel effortless read follow action same time 
-1	build some robot haul 'em theatr you late show put your own mysteri scienc theatr 3000 tribut what almost certainli go go down worst -- onli -- killer websit movi ani other year 
1	strength documentari disregard avail bia especi temptingli easi would have premis 
1	rare imax movi you'll wish longer hour 
1	it' best film year so far benchmark against all other best pictur contend should measur 
1	o fantasma boldli confid orchestr aesthet sexual it impact deepli rightli disturb 
1	'alabama' manag pleasant spite it predict occasion slow due primarili perki witherspoon ( who alwai joi watch even her materi not first-rat ) 
-1	k-19 mai not hold lot water submarin epic but hold even less turn elegiac soggi save privat ryanovich 
1	hit on out park 'thei don't make 'em like anymore' depart 
1	wit sever greek-american wed -- but happili victim none -- i testifi compar accuraci ms vardalos' memori insight 
